Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"W Li, T Qian, M Zhong, X Chen","Interactive Lexical and Semantic Graphs for Semisupervised Relation Extraction",2022,"… Networks and Learning …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9675808/","",70,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,4,1,"… with reference information on TACRED. This is because the TACRED dataset is far more … Note that due to a large number of negative samples in the TACRED, we have removed the …","https://ieeexplore.ieee.org/iel7/5962385/6104215/09675808.pdf","https://scholar.google.com/scholar?q=related:ozC8Yp1ZYUQJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"C Qin, S Joty","Continual Few-shot Relation Learning via Embedding Space Regularization and Data Augmentation",2022,"arXiv preprint arXiv:2203.02135","arxiv.org","https://arxiv.org/abs/2203.02135","",76,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,2,1,"… Figure 7: Results of different methods with a BERT encoder on TACRED benchmark for 5-way 5-shot and 10-shot settings. ERDA is significantly better than EMR with p-value = 0.004 for …","https://arxiv.org/pdf/2203.02135",""
0,"W Hu, L Liu, Y Sun, Y Wu, Z Liu, R Zhang, ...","NLIRE: A Natural Language Inference method for Relation Extraction",2022,"Journal of Web …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1570826821000561","",81,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,7,1,"… Experimental results on TACRED dataset are displayed in Table 4. From the results, we can … of relation, we compare the F1 of our model with BERT EM +MTB’ F1 on the TACRED …","","https://scholar.google.com/scholar?q=related:pgQ9vfoxr6wJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"S Yang, J Guo","Improved strategies of relation extraction based on graph convolutional model on tree structure for web information processing",2022,"Journal of Industrial Information Integration","Elsevier","https://www.sciencedirect.com/science/article/pii/S2452414X21000959","",88,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,2,1,"… with GCNTree to realize joint learning of relation and entity extraction. Experimental results … In addition, We used the NETs in both the TACRED and annotated SemEval datasets for the …","","https://scholar.google.com/scholar?q=related:k8SG6EQkKQsJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"B Lv, L Jin, Y Zhang, H Wang, X Li, Z Guo","Commonsense Knowledge-Aware Prompt Tuning for Few-Shot NOTA Relation Classification",2022,"Applied Sciences","mdpi.com","https://www.mdpi.com/1507182","",90,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,6,1,"… First, a simple and effective prompt-learning method is developed by constructing relation-… TACRED) illustrate the effectiveness of our model in low resource NOTA relation settings. …","https://www.mdpi.com/2076-3417/12/4/2185/pdf",""
0,"X Chen, G Wang, H Ren, Y Cai, ...","Task-adaptive Feature Fusion for Generalized Few-shot Relation Classification in an Open World Environment",2022,"… /ACM Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9721112/","",101,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,5,1,"… the relation learning system takes into account the whole frequency distribution of relations (… In TACRED dataset, our model is still stably superior to the three groups of baseline models …","https://ieeexplore.ieee.org/iel7/6570655/6633080/09721112.pdf",""
0,"M Zhang, T Qian","Automatically Generating Counterfactuals for Relation Exaction",2022,"arXiv preprint arXiv:2202.10668","arxiv.org","https://arxiv.org/abs/2202.10668","",123,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,2,1,"… Relation Extraction Deep learning models have been successfully employed in RE tasks, either for extracting … (2) TACRED dataset contains 41 relation types and 1 no relation class. …","https://arxiv.org/pdf/2202.10668",""
0,"J Tan, W Hu, WW Liu","EPPAC: Entity Pre-typing Relation Classification with Prompt AnswerCentralizing",2022,"arXiv preprint arXiv:2203.00193","arxiv.org","https://arxiv.org/abs/2203.00193","",125,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,3,1,"… Extensive experiments show that our proposed EPPAC outperformed state-ofthe-art approaches on TACRED and TACREV by 14.4% and 11.1%, respectively. The code is provided in …","https://arxiv.org/pdf/2203.00193",""
0,"Z Li, L Qu, Q Xu, T Wu, T Zhan, G Haffari","Variational Autoencoder with Disentanglement Priors for Low-Resource Task-Specific Natural Language Generation",2022,"arXiv preprint arXiv:2202.13363","arxiv.org","https://arxiv.org/abs/2202.13363","",126,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,6,1,"… , our model performs disentangled representation learning by introducing a prior for the latent … parameters in continual learning. We use EMPATHETIC and TACRED for continual few-…","https://arxiv.org/pdf/2202.13363",""
0,"H Ye, N Zhang, S Deng, X Chen, H Chen, ...","Ontology-enhanced Prompt-tuning for Few-shot Learning",2022,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2201.11332","",134,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,6,1,"… For relation extraction, we choose a variety of datasets to evaluate OntoPrompt, including sentence-level extraction datasets such as TACRED-… The detailed statistics of each relation …","https://arxiv.org/pdf/2201.11332","https://scholar.google.com/scholar?q=related:DK36NR7q8xEJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"H Cheng, L Liao, L Hu, L Nie","Multi-Relation Extraction via A Global-Local Graph Convolutional Network",2022,"IEEE Transactions on Big Data","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9684942/","",135,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,4,1,"… BERTEM +MTB [37] is a powerful method for relation learning. In this method, the authors … on the TACRED dataset more intuitively reflects the effectiveness of our model. TACRED only …","https://ieeexplore.ieee.org/iel7/6687317/7153538/09684942.pdf","https://scholar.google.com/scholar?q=related:lfjE7xZlvyUJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
2,"N Zhang, S Deng, H Ye, W Zhang, H Chen","Robust triple extraction with cascade bidirectional capsule network",2022,"Expert Systems with …","Elsevier","https://www.sciencedirect.com/science/article/pii/S095741742101174X","https://scholar.google.com/scholar?cites=9392232585821440596&as_sdt=2005&sciodt=2007&hl=en",139,"2022-03-25 08:51:33","","","","",,,,,2,2.00,0,5,1,"… structures and the implicit entity-relation schema, we propose a … NYT, WebNLG, and TACRED. Because some datasets such … , the initial learning rate α is set to 0.01 (the learning rate of …","","https://scholar.google.com/scholar?q=related:VEq8TcbpV4IJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"R Vacareanu, MA Valenzuela-Escarcega, ...","From Examples to Rules: Neural Guided Rule Synthesis for Information Extraction",2022,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2202.00475","",160,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,3,1,"… performance on the 1-shot scenario of a task that focuses on few-shot learning for relation … In particular, we evaluate on the Few-Shot variant of the TACRED relation extraction task (…","https://arxiv.org/pdf/2202.00475",""
0,"Y Chen, C Wu, Y Huang","Enhancing structure modeling for relation extraction with fine-grained gating and co-attention",2022,"Neurocomputing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925231221014806","",161,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,3,1,"… We use the SGD optimizer with the learning rate γ 1 = 0.5 and multiply it by … TACRED is a large and widely used dataset, containing 68,120 training annotated examples and 42 relation …","","https://scholar.google.com/scholar?q=related:jRTWoNXnLqcJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"G Wang, S Liu, F Wei","Weighted graph convolution over dependency trees for nontaxonomic relation extraction on public opinion information",2022,"Applied Intelligence","Springer","https://link.springer.com/article/10.1007/s10489-021-02596-9","",167,"2022-03-25 08:51:33","","10.1007/s10489-021-02596-9","","",,,,,0,0.00,0,3,1,"… relation extraction tasks, we notice that the ability to extract nontaxonomic relations has improved frustratingly slowly, and the only relation … tailored for nontaxonomic relation extraction, …","","https://scholar.google.com/scholar?q=related:JurlcsTBdbYJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"J Ni, G Rossiello, A Gliozzo, R Florian","A Generative Model for Relation Extraction and Classification",2022,"arXiv preprint arXiv:2202.13229","arxiv.org","https://arxiv.org/abs/2202.13229","",174,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,4,1,"… In Table 3 we compare the GREC model with previous approaches on the revised TACRED test set. As in prior works we use micro-averaged F1 score as the evaluation metric. Again, …","https://arxiv.org/pdf/2202.13229",""
0,"C Qian, G Chunxiang, X Guo, W Suge, L Deyu","Inter-sentence Entity Relation Extraction based on GNN of Message Propagation",2022,"","researchsquare.com","https://www.researchsquare.com/article/rs-1202426/latest.pdf","",188,"2022-03-25 08:51:33","PDF","","","",,,,,0,0.00,0,5,1,"… -level relation extraction, it is more common that entities involving relationships exist in multiple sentences in actual scenarios. Therefore, document-level relation … , and entity relation is …","https://www.researchsquare.com/article/rs-1202426/latest.pdf",""
0,"H Khaldi, F Benamara, C Pradel, NA Gilles","A Closer Look to Your Business Network: Multitask Relation Extraction from Economic and Financial French Content",2022,"","aaai-kdf.github.io","https://aaai-kdf.github.io/kdf2022/assets/pdfs/KDF_22_paper_10.pdf","",196,"2022-03-25 08:51:33","PDF","","","",,,,,0,0.00,0,4,1,"… We present a new dataset for business relation extraction at the sentence level and develop a set of deep learning experiments to distinguish between business vs. non-business rela…","https://aaai-kdf.github.io/kdf2022/assets/pdfs/KDF_22_paper_10.pdf",""
0,"R Mumtaz, MA Qadir, A Saeed","CustFRE: An annotated dataset for extraction of family relations from English text",2022,"Data in brief","Elsevier","https://www.sciencedirect.com/science/article/pii/S2352340922001913","",198,"2022-03-25 08:51:33","HTML","","","",,,,,0,0.00,0,3,1,"… We count permutations because the direction of relation is important, ie the relation of X to Y might be different from the relation of Y to X. A team of NLP researchers annotated each …","https://www.sciencedirect.com/science/article/pii/S2352340922001913",""
1,"Y Hu, A Chapman, G Wen, DW Hall","What Can Knowledge Bring to Machine Learning?—A Survey of Low-shot Learning for Structured Data",2022,"ACM Transactions on Intelligent …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3510030","https://scholar.google.com/scholar?cites=17190077467765270156&as_sdt=2005&sciodt=2007&hl=en",199,"2022-03-25 08:51:33","","10.1145/3510030","","",,,,,1,1.00,0,4,1,"… “Task-8” provides 8,000 training and 2,717 test samples for relation classification task [192, 245]. Another relation classification dataset is TACRED [330], it has 7,500/500 samples for …","https://dl.acm.org/doi/pdf/10.1145/3510030","https://scholar.google.com/scholar?q=related:jGaYR2Fsj-4J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"S Yang, Y Zhang, L Cui, Y Zhang","Do Prompts Solve NLP Tasks Using Natural Language?",2022,"arXiv preprint arXiv:2203.00902","arxiv.org","https://arxiv.org/abs/2203.00902","",203,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,4,1,"… (ie, NER and relation classification) for generalization beyond … for NER and TACRED Dataset for relation classification. We … 35.7 F1 for CoNLL03 and 7.3 F1 for TACRED. Under the rich-…","https://arxiv.org/pdf/2203.00902",""
2,"H Wang, K Qin, RY Zakari, G Lu, J Yin","Deep neural network-based relation extraction: an overview",2022,"Neural Computing and …","Springer","https://link.springer.com/article/10.1007/s00521-021-06667-3","https://scholar.google.com/scholar?cites=3803038303129847095&as_sdt=2005&sciodt=2007&hl=en",217,"2022-03-25 08:51:33","","10.1007/s00521-021-06667-3","","",,,,,2,2.00,0,5,1,"… [66] proposed two neural networks based on CNN and LSTM (MixCNN+CNN and MixCNN+LSTM) framework by joint learning the entity semantics and relation patterns. In this model, …","https://arxiv.org/pdf/2101.01907","https://scholar.google.com/scholar?q=related:N0VC9S8bxzQJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
1,"LT Wu, JR Lin, S Leng, JL Li, ZZ Hu","Rule-based information extraction for mechanical-electrical-plumbing-specific semantic web",2022,"Automation in Construction","Elsevier","https://www.sciencedirect.com/science/article/pii/S0926580521005598","https://scholar.google.com/scholar?cites=4441167652782998736&as_sdt=2005&sciodt=2007&hl=en",219,"2022-03-25 08:51:33","HTML","","","",,,,,1,1.00,0,5,1,"… better than the selected deep learning NER and RE models, … to extract entity and relation simultaneously, avoiding the … greater than the ACE-2004 and TACRED RE datasets, since a …","https://www.sciencedirect.com/science/article/pii/S0926580521005598","https://scholar.google.com/scholar?q=related:0AQWLHMyoj0J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
6,"G Stoica, EA Platanios, B Póczos","Re-tacred: Addressing shortcomings of the tacred dataset",2021,"Proceedings of the Thirty-fifth AAAI …","aaai.org","https://www.aaai.org/AAAI21Papers/AAAI-3163.StoicaG.pdf","https://scholar.google.com/scholar?cites=790801713497746550&as_sdt=2005&sciodt=2007&hl=en",4,"2022-03-25 08:51:33","PDF","","","",,,,,6,6.00,2,3,1,"… Relation extraction (RE) is a popular learning task aimed at extracting such relationships … We argue that TACRED-trained SpanBERT’s erroneous NO RELATION predictions are …","https://www.aaai.org/AAAI21Papers/AAAI-3163.StoicaG.pdf","https://scholar.google.com/scholar?q=related:dqzN9Pd9-QoJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"S Park, H Kim","Improving Sentence-Level Relation Extraction through Curriculum Learning",2021,"arXiv preprint arXiv:2107.09332","arxiv.org","https://arxiv.org/abs/2107.09332","",8,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,2,1,"… a curriculum learning-based relation extraction model that split data by difficulty and utilize it for learning. … Re-TACRED corrected the entity or relation type that was incorrectly tagged in …","https://arxiv.org/pdf/2107.09332","https://scholar.google.com/scholar?q=related:HFR4zVhapbsJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"A Parekh, A Anand, A Awekar","Budget Sensitive Reannotation of Noisy Relation Classification Data Using Label Hierarchy",2021,"arXiv preprint arXiv:2112.13320","arxiv.org","https://arxiv.org/abs/2112.13320","",11,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,3,1,"… relation hierarchy but did not show any applications of the generated hierarchy. In this work, we create a similar relation hierarchy for TACRED relation … on Deep Learning based models …","https://arxiv.org/pdf/2112.13320","https://scholar.google.com/scholar?q=related:5T4oqrUfkMEJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
9,"W Zhou, M Chen","An improved baseline for sentence-level relation extraction",2021,"arXiv preprint arXiv:2102.01373","arxiv.org","https://arxiv.org/abs/2102.01373","https://scholar.google.com/scholar?cites=1423492708614867798&as_sdt=2005&sciodt=2007&hl=en",13,"2022-03-25 08:51:33","","","","",,,,,9,9.00,5,2,1,"… We evaluate our baseline model on two benchmarks, ie, TACRED and SemEval 2010 Task 8. … We fine-tune the TACRED model for 5 epochs, and the SemEval model for 10 epochs. …","https://arxiv.org/pdf/2102.01373","https://scholar.google.com/scholar?q=related:VgtZlRNDwRMJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
14,"F Xue, A Sun, H Zhang, ES Chng","Gdpnet: Refining latent multi-view graph for relation extraction",2021,"Thirty-Fifth AAAI Conference on Artificial …","aaai.org","https://www.aaai.org/AAAI21Papers/AAAI-3290.XueF.pdf","https://scholar.google.com/scholar?cites=416900016633046789&as_sdt=2005&sciodt=2007&hl=en",14,"2022-03-25 08:51:33","PDF","","","",,,,,14,14.00,4,4,1,"… On DialogRE and TACRED, we show that GDPNet achieves the best performance on … contain rich semantic information for relation prediction. When learning a latent graph, an edge …","https://www.aaai.org/AAAI21Papers/AAAI-3290.XueF.pdf","https://scholar.google.com/scholar?q=related:BWdENlsgyQUJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"S Park, H Kim","Entity-centric Dependency Tree based Model for Sentence-level Relation Extraction",2021,"Annual Conference on Human and Language …","koreascience.or.kr","https://www.koreascience.or.kr/article/CFKO202130060760842.page","",16,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,2,1,"… Kwiatkowski, “Matching the blanks: Distributional similarity for relation learning,” Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics, pp. 2895–…","https://www.koreascience.or.kr/article/CFKO202130060760842.pdf","https://scholar.google.com/scholar?q=related:v9D60hmw2W4J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
3,"O Sabo, Y Elazar, Y Goldberg, I Dagan","Revisiting Few-shot Relation Classification: Evaluation Data and Classification Schemes",2021,"Transactions of the …","direct.mit.edu","https://direct.mit.edu/tacl/article-abstract/doi/10.1162/tacl_a_00392/106791","https://scholar.google.com/scholar?cites=6364453621382613198&as_sdt=2005&sciodt=2007&hl=en",17,"2022-03-25 08:51:33","","10.1162/tacl_a_00392/106791","","",,,,,3,3.00,1,4,1,"… We explore few-shot learning (FSL) for relation classification (RC). Focusing on the realistic … of relation instances in the original TACRED dataset and in our derived Few-Shot TACRED. …","https://direct.mit.edu/tacl/article-pdf/doi/10.1162/tacl_a_00392/1955155/tacl_a_00392.pdf","https://scholar.google.com/scholar?q=related:zoj1K9kUU1gJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
0,"R Huang","Relation extraction: exploring syntax parsing and constructing it as attention-like structure",2021,"","ideals.illinois.edu","https://www.ideals.illinois.edu/handle/2142/113346","",18,"2022-03-25 08:51:33","","","","",,,,,0,0.00,0,1,1,"… 3] to strengthen their ability to learning entity relations. They would be finetuned on TACRED [4] … [6], which has obtained the best result in TACRED. The result of the experiments inspires …","",""
4,"S Lyu, H Chen","Relation Classification with Entity Type Restriction",2021,"arXiv preprint arXiv:2105.08393","arxiv.org","https://arxiv.org/abs/2105.08393","https://scholar.google.com/scholar?cites=13492495114578459196&as_sdt=2005&sciodt=2007&hl=en",30,"2022-03-25 08:51:33","","","","",,,,,4,4.00,2,2,1,"… The learning rates for all classifiers in RECENTGCN are set … Table 2: Results of our trained GCN on the TACRED dataset. … are false positives in the test set of TACRED, 2) 144 (about 11…","https://arxiv.org/pdf/2105.08393","https://scholar.google.com/scholar?q=related:PHokBtL4PrsJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
1,"W Zhou, M Chen","Learning from Noisy Labels for Entity-Centric Information Extraction",2021,"arXiv preprint arXiv:2104.08656","arxiv.org","https://arxiv.org/abs/2104.08656","https://scholar.google.com/scholar?cites=4622058841614276177&as_sdt=2005&sciodt=2007&hl=en",31,"2022-03-25 08:51:33","","","","",,,,,1,1.00,1,2,1,"… In this paper, we follow their settings and train 30 models on both TACRED and CoNLL03. … We train a relation classifier on the union of the training set and the noisy set and then …","https://arxiv.org/pdf/2104.08656.pdf?ref=https://githubhelp.com","https://scholar.google.com/scholar?q=related:UVZfGQfaJEAJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
6,"Z Li, Y Sun, J Zhu, S Tang, C Zhang, H Ma","Improve relation extraction with dual attention-guided graph convolutional networks",2021,"Neural Computing and …","Springer","https://link.springer.com/article/10.1007/s00521-020-05087-z","https://scholar.google.com/scholar?cites=17576306362199843373&as_sdt=2005&sciodt=2007&hl=en",32,"2022-03-25 08:51:33","","10.1007/s00521-020-05087-z","","",,,,,6,6.00,1,6,1,"… distributional reinforcement learning to generate optimal relation information representation. … on the TACRED dataset. The SemEval 2010 Task 8 dataset is small (1/10 of TACRED), but …","https://www.researchgate.net/profile/Zhixin-Li-2/publication/342312288_Improve_relation_extraction_with_dual_attention-guided_graph_convolutional_networks/links/5f1a97dc92851cd5fa421ac5/Improve-relation-extraction-with-dual-attention-guided-graph-convolutional-networks.pdf","https://scholar.google.com/scholar?q=related:LSJcXoOV6_MJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22tacred%22&hl=en&as_sdt=2007"
